1,2,3
228,155,1
228,153,1
228,247,2
228,104,3
228,154,1
228,159,1
228,254,2
228,202,4
228,101,3
228,97,3
228,103,3
229,97,3
229,154,1
229,202,4
229,111,3
229,205,4
229,204,4
229,240,2
229,151,1
229,193,4
229,192,4
230,240,2
230,110,3
230,238,2
230,105,3
230,149,1
230,153,1
230,154,1
230,199,4
230,98,3
230,100,3
230,243,2
230,246,2
230,242,2
230,96,3
231,197,4
231,98,3
231,192,4
231,104,3
231,153,1
231,110,3
231,240,2
231,188,4
231,152,1
231,154,1
232,152,1
232,193,4
232,199,4
232,238,2
232,240,2
232,97,3
232,192,4
232,148,1
233,153,1
233,243,2
233,237,2
233,152,1
233,194,4
233,241,2
233,100,3
233,187,4
234,105,3
234,205,4
234,148,1
234,152,1
234,97,3
234,248,2
234,204,4
234,149,1
234,191,4
234,198,4
234,196,4
234,244,2
235,111,3
235,109,3
235,110,3
235,149,1
235,112,3
235,200,4
235,202,4
236,153,1
236,154,1
236,249,2
236,242,2
236,147,1
236,237,2
236,108,3
236,110,3
236,192,4
236,239,2
236,195,4
237,239,2
237,246,2
237,111,3
237,155,1
237,110,3
237,245,2
238,104,3
238,202,4
238,153,1
238,108,3
238,155,1
238,102,3
238,98,3
238,100,3
238,147,1
238,207,4
238,192,4
238,198,4
238,151,1
239,200,4
239,245,2
239,149,1
239,198,4
239,243,2
239,103,3
239,191,4
239,156,1
239,105,3
239,242,2
239,155,1
240,107,3
240,151,1
240,198,4
240,154,1
240,188,4
240,243,2
240,240,2
240,106,3
240,241,2
240,114,3
240,149,1
240,98,3
241,106,3
241,153,1
241,152,1
241,101,3
241,110,3
241,109,3
241,158,1
241,195,4
241,97,3
241,105,3
241,237,2
241,150,1
242,101,3
242,197,4
242,152,1
242,246,2
242,241,2
242,194,4
242,109,3
242,198,4
242,201,4
242,235,2
242,98,3
242,113,3
242,157,1
243,152,1
243,153,1
243,192,4
243,98,3
243,155,1
243,196,4
243,106,3
243,99,3
243,200,4
243,202,4
243,194,4
243,156,1
243,240,2
244,199,4
244,240,2
244,194,4
244,151,1
244,191,4
244,101,3
244,242,2
244,247,2
244,197,4
244,155,1
245,203,4
245,204,4
245,198,4
245,250,2
245,99,3
245,102,3
245,240,2
245,189,4
245,202,4
245,108,3
246,240,2
246,244,2
246,195,4
246,242,2
246,102,3
246,152,1
247,190,4
247,232,2
247,197,4
247,238,2
247,151,1
247,240,2
247,257,2
247,239,2
247,108,3
247,242,2
247,105,3
247,95,3
247,104,3
247,96,3
247,111,3
248,246,2
248,154,1
248,197,4
248,196,4
248,150,1
248,242,2
248,184,4
248,190,4
248,107,3
248,109,3
248,153,1
248,208,4
248,191,4
248,241,2
248,194,4
248,238,2
249,148,1
249,242,2
249,196,4
249,105,3
249,187,4
249,104,3
249,240,2
249,101,3
250,94,3
250,147,1
250,201,4
250,164,1
250,153,1
250,104,3
250,239,2
250,154,1
250,249,2
250,108,3
251,199,4
251,113,3
251,149,1
251,100,3
251,190,4
251,242,2
251,156,1
251,152,1
251,202,4
251,95,3
251,148,1
252,199,4
252,188,4
252,111,3
252,99,3
252,195,4
252,149,1
253,239,2
253,153,1
253,100,3
253,108,3
253,102,3
253,151,1
253,193,4
253,196,4
253,246,2
254,157,1
254,239,2
254,153,1
254,105,3
254,242,2
254,243,2
254,197,4
254,246,2
254,104,3
254,144,1
254,107,3
254,106,3
255,152,1
255,203,4
255,202,4
255,239,2
255,199,4
255,191,4
255,154,1
255,243,2
255,197,4
256,162,1
256,161,1
256,200,4
256,202,4
256,241,2
256,113,3
256,197,4
256,111,3
256,203,4
256,109,3
256,105,3
257,159,1
257,241,2
257,243,2
257,190,4
257,253,2
257,153,1
257,114,3
257,99,3
257,164,1
257,242,2
257,102,3
257,244,2
257,207,4
257,195,4
257,197,4
257,191,4
258,188,4
258,229,2
258,113,3
258,112,3
258,240,2
258,152,1
258,199,4
258,98,3
258,104,3
258,192,4
258,251,2
259,100,3
259,201,4
259,102,3
259,157,1
259,198,4
259,153,1
260,192,4
260,245,2
260,108,3
260,190,4
260,99,3
260,156,1
261,111,3
261,195,4
261,247,2
261,155,1
261,148,1
261,150,1
261,196,4
261,156,1
261,149,1
261,106,3
261,105,3
262,97,3
262,191,4
262,153,1
262,156,1
262,111,3
262,105,3
262,239,2
262,244,2
262,152,1
262,202,4
263,201,4
263,110,3
263,154,1
263,150,1
263,198,4
263,235,2
264,155,1
264,241,2
264,244,2
264,111,3
264,153,1
264,249,2
264,97,3
264,237,2
264,100,3
264,195,4
264,200,4
264,198,4
265,154,1
265,238,2
265,107,3
265,198,4
265,106,3
265,104,3
265,205,4
265,244,2
265,155,1
266,243,2
266,106,3
266,117,3
266,244,2
266,247,2
266,235,2
266,151,1
266,105,3
266,193,4
266,189,4
266,149,1
266,154,1
266,195,4
267,200,4
267,244,2
267,153,1
267,198,4
267,104,3
267,194,4
267,243,2
267,100,3
268,247,2
268,200,4
268,203,4
268,106,3
268,188,4
268,103,3
268,157,1
268,108,3
268,159,1
268,94,3
268,194,4
268,196,4
268,201,4
268,198,4
269,241,2
269,242,2
269,195,4
269,103,3
269,191,4
269,115,3
269,238,2
269,104,3
269,254,2
269,192,4
269,159,1
269,202,4
269,146,1
270,108,3
270,196,4
270,241,2
270,98,3
270,118,3
270,250,2
270,110,3
270,152,1
270,189,4
270,111,3
271,112,3
271,103,3
271,146,1
271,108,3
271,157,1
271,202,4
271,244,2
271,246,2
271,198,4
271,152,1
271,192,4
271,245,2
271,191,4
271,200,4
272,101,3
272,239,2
272,248,2
272,111,3
272,103,3
272,245,2
272,156,1
272,154,1
272,106,3
273,110,3
273,233,2
273,149,1
273,251,2
273,192,4
273,108,3
273,98,3
273,150,1
273,245,2
274,201,4
274,193,4
274,242,2
274,154,1
274,238,2
274,236,2
274,233,2
274,98,3
274,156,1
274,148,1
274,190,4
275,240,2
275,251,2
275,244,2
275,156,1
275,196,4
275,155,1
276,239,2
276,106,3
276,249,2
276,236,2
276,197,4
277,146,1
277,102,3
277,242,2
277,106,3
277,153,1
277,98,3
277,113,3
277,149,1
278,154,1
278,253,2
278,233,2
278,155,1
278,106,3
278,108,3
278,242,2
278,109,3
278,152,1
279,153,1
279,236,2
279,154,1
279,110,3
280,157,1
280,248,2
280,256,2
280,109,3
280,156,1
280,153,1
280,107,3
281,158,1
281,244,2
281,240,2
281,151,1
281,105,3
282,107,3
282,156,1
282,105,3
282,103,3
282,246,2
282,153,1
282,159,1
282,155,1
282,154,1
283,250,2
283,251,2
283,149,1
283,240,2
283,151,1
283,159,1
284,144,1
284,105,3
284,165,1
284,238,2
284,154,1
284,234,2
285,161,1
285,249,2
285,111,3
285,151,1
285,245,2
285,242,2
285,153,1
286,156,1
286,236,2
286,158,1
286,155,1
286,154,1
286,245,2
286,246,2
287,155,1
287,242,2
287,235,2
287,244,2
288,154,1
288,235,2
288,161,1
289,163,1
289,247,2
289,153,1
290,244,2
290,155,1
290,157,1
290,234,2
290,158,1
291,247,2
291,248,2
291,250,2
291,254,2
292,154,1
292,161,1
293,157,1
293,248,2
293,161,1
294,253,2
294,245,2
294,238,2
295,250,2
295,154,1
295,161,1
295,156,1
295,247,2
296,236,2
296,158,1
296,251,2
296,245,2
296,156,1
297,242,2
297,153,1
297,155,1
297,245,2
297,158,1
297,246,2
298,234,2
298,155,1
298,238,2
298,241,2
299,244,2
299,158,1
299,243,2
300,152,1
300,237,2
301,244,2
301,151,1
301,251,2
301,234,2
302,157,1
302,153,1
303,159,1
303,248,2
303,241,2
303,245,2
303,150,1
303,156,1
304,247,2
304,154,1
305,157,1
305,242,2
305,247,2
306,244,2
306,155,1
306,156,1
306,154,1
307,156,1
307,155,1
307,159,1
307,246,2
308,153,1
308,154,1
309,152,1
309,249,2
309,161,1
309,250,2
309,245,2
309,154,1
310,154,1
311,252,2
311,246,2
311,248,2
311,259,2
311,244,2
311,161,1
312,156,1
312,246,2
312,154,1
313,154,1
313,155,1
313,161,1
314,240,2
314,154,1
314,158,1
314,153,1
315,245,2
315,160,1
315,239,2
315,162,1
315,243,2
316,159,1
316,252,2
317,247,2
317,242,2
317,153,1
318,249,2
318,245,2
318,165,1
319,244,2
319,154,1
319,246,2
320,242,2
320,154,1
320,244,2
321,245,2
321,243,2
321,166,1
321,157,1
321,152,1
322,156,1
322,247,2
322,244,2
323,155,1
323,159,1
324,150,1
324,156,1
324,160,1
324,242,2
324,245,2
324,249,2
325,162,1
325,243,2
325,250,2
325,156,1
325,154,1
326,245,2
326,243,2
327,243,2
327,245,2
328,238,2
328,161,1
328,159,1
328,163,1
328,160,1
328,150,1
329,248,2
329,154,1
329,168,1
330,157,1
330,245,2
330,253,2
330,159,1
330,155,1
331,152,1
331,247,2
331,167,1
332,243,2
332,251,2
332,250,2
332,165,1
333,248,2
333,158,1
333,155,1
333,159,1
333,251,2
334,245,2
335,156,1
335,159,1
335,160,1
335,245,2
336,171,1
336,156,1
336,245,2
337,152,1
338,157,1
338,246,2
338,154,1
339,155,1
339,156,1
340,159,1
341,154,1
342,158,1
343,258,2
343,156,1
343,158,1
344,156,1
344,160,1
344,162,1
345,160,1
346,158,1
348,242,2
348,243,2
348,161,1
349,155,1
350,159,1
350,161,1
351,246,2
351,155,1
353,159,1
353,161,1
354,160,1
354,158,1
355,153,1
