1,2,3
233,213,3
233,266,3
234,216,3
234,206,3
235,211,3
235,256,3
235,237,3
236,223,3
236,211,3
236,221,3
236,227,3
237,222,3
237,217,3
237,218,3
237,236,3
239,203,3
239,238,3
241,232,3
243,201,3
246,257,4
249,272,4
252,252,4
253,251,4
253,250,4
254,268,4
254,235,4
256,236,4
258,247,4
259,255,4
260,269,4
260,280,4
260,270,4
260,266,4
261,252,4
261,260,4
261,240,4
261,262,4
263,242,4
263,266,4
264,245,4
264,282,4
264,267,4
264,297,4
264,233,4
265,257,4
265,260,4
265,254,4
266,281,4
266,290,4
266,257,4
267,293,4
267,292,4
267,279,4
267,257,4
267,235,4
267,243,4
268,232,4
268,258,4
268,252,4
268,240,4
269,283,4
269,252,4
269,228,4
269,266,4
269,291,4
269,250,4
271,271,4
271,285,4
272,286,4
272,259,4
272,263,4
272,220,4
272,275,4
272,289,4
272,255,4
273,253,4
273,244,4
273,241,4
273,239,4
274,290,4
274,278,4
275,230,4
275,244,4
275,266,4
275,289,4
276,244,4
276,280,4
276,288,4
276,230,4
276,248,4
277,280,4
277,271,4
277,228,4
277,230,4
277,260,4
277,239,4
277,266,4
277,264,4
277,263,4
277,281,4
278,234,4
278,251,4
279,233,4
279,239,4
279,276,4
279,254,4
279,266,4
279,247,4
280,238,4
280,271,4
280,273,4
280,270,4
281,255,4
281,228,4
281,270,4
281,242,4
281,247,4
281,241,4
281,261,4
281,263,4
282,228,4
282,255,4
282,229,4
282,274,4
282,248,4
282,222,4
282,260,4
283,232,4
283,267,4
283,256,4
283,218,4
283,264,4
284,227,4
284,258,4
284,257,4
284,221,4
285,256,4
285,276,4
285,261,4
285,240,4
285,283,4
287,253,4
287,272,4
287,227,4
287,233,4
287,254,4
287,284,4
288,281,4
288,233,4
288,241,4
288,227,4
288,276,4
288,280,4
288,252,4
289,225,4
289,234,4
289,251,4
289,229,4
289,282,4
289,237,4
290,272,4
290,234,4
290,225,4
290,242,4
290,232,4
290,211,4
290,226,4
291,221,4
291,251,4
291,255,4
291,245,4
292,225,4
292,269,4
292,283,4
292,259,4
292,239,4
293,96,5
293,274,4
293,266,4
293,222,4
293,219,4
294,261,4
294,243,4
295,266,4
295,240,4
295,92,5
295,242,4
295,275,4
295,238,4
295,224,4
296,279,4
296,259,4
296,217,4
297,265,4
297,233,4
297,72,5
297,59,5
298,242,4
298,225,4
298,87,5
298,229,4
298,252,4
298,266,4
298,240,4
298,235,4
299,248,4
300,105,5
300,249,4
300,96,5
300,234,4
300,233,4
300,262,4
300,254,4
300,237,4
300,253,4
300,99,5
300,86,5
301,263,4
301,236,4
301,88,5
301,258,4
301,256,4
301,71,5
301,93,5
302,266,4
302,214,4
302,97,5
302,246,4
302,269,4
303,248,4
303,230,4
303,106,5
303,241,4
303,232,4
304,225,4
304,78,5
304,230,4
304,246,4
304,263,4
305,237,4
305,82,5
305,64,5
305,275,4
305,235,4
305,257,4
305,222,4
305,252,4
306,86,5
306,256,4
306,120,5
306,81,5
306,265,4
306,226,4
307,265,4
307,109,5
307,246,4
307,261,4
307,84,5
307,114,5
308,243,4
308,257,4
308,254,4
309,86,5
309,107,5
309,232,4
309,87,5
309,64,5
310,93,5
310,269,4
310,236,4
310,116,5
311,108,5
311,66,5
311,97,5
311,243,4
311,73,5
312,242,4
312,255,4
312,84,5
312,62,5
312,71,5
313,251,4
313,111,5
314,217,4
314,56,5
314,90,5
314,72,5
315,72,5
315,122,5
315,247,4
315,79,5
315,253,4
316,64,5
316,91,5
316,71,5
316,241,4
316,83,5
316,78,5
316,55,5
317,225,4
317,58,5
317,96,5
317,73,5
317,229,4
317,243,4
318,62,5
318,71,5
318,57,5
319,86,5
319,65,5
319,228,4
319,239,4
319,261,4
319,79,5
319,58,5
320,66,5
320,113,5
320,51,5
320,89,5
320,90,5
321,244,4
321,77,5
321,69,5
321,68,5
321,104,5
322,82,5
322,76,5
322,72,5
322,235,4
322,53,5
323,61,5
323,71,5
323,63,5
323,89,5
323,91,5
323,94,5
324,64,5
324,54,5
324,87,5
325,92,5
325,119,5
325,109,5
326,75,5
326,71,5
326,76,5
326,60,5
326,97,5
327,97,5
327,51,5
327,54,5
327,108,5
327,71,5
328,54,5
328,76,5
328,80,5
328,49,5
329,82,5
330,98,5
330,43,5
330,120,5
330,57,5
331,55,5
331,97,5
331,74,5
332,108,5
332,100,5
332,92,5
332,55,5
333,66,5
333,103,5
333,89,5
334,114,5
334,53,5
334,59,5
335,96,5
335,62,5
335,81,5
335,93,5
335,61,5
335,53,5
335,57,5
336,90,5
336,42,5
336,86,5
336,50,5
337,71,5
338,55,5
338,82,5
338,61,5
338,114,5
339,48,5
339,101,5
339,87,5
339,51,5
339,71,5
339,102,5
339,68,5
340,113,5
340,53,5
341,62,5
341,52,5
341,100,5
341,101,5
342,76,5
343,92,5
343,96,5
343,97,5
343,101,5
343,93,5
344,85,5
344,76,5
344,49,5
344,63,5
344,56,5
344,47,5
344,99,5
345,59,5
345,54,5
346,83,5
347,106,5
347,51,5
348,67,5
348,76,5
349,75,5
349,53,5
349,46,5
350,69,5
350,52,5
350,56,5
352,67,5
352,35,5
352,103,5
353,75,5
353,42,5
354,36,5
355,59,5
355,60,5
355,86,5
356,92,5
356,31,5
356,97,5
356,94,5
357,55,5
358,83,5
358,55,5
359,35,5
359,78,5
360,54,5
361,56,5
361,84,5
362,67,5
362,76,5
362,70,5
363,55,5
363,71,5
363,39,5
364,53,5
364,56,5
364,58,5
365,67,5
369,79,5
284.7639051,217.879827,4
67.32203066,109.9081313,1
211.513185,165.3509564,3
200.8151664,137.9641282,3
195.9518175,155.0261521,3
157.2086778,166.2791804,3
315.1052196,183.0088644,4
291.5415784,38.71356616,5
101.8906728,104.8151765,1
338.5989265,62.09034262,5
346.2850265,93.60959262,5
341.7252448,190.1063247,4
87.33942403,70.80896024,1
296.1967166,253.4643343,4
331.7428146,67.43974609,5
161.7946266,22.08621094,2
203.6062062,124.5669023,3
125.3836469,250.9346705,3
296.0271394,124.8394495,5
335.7658076,94.79599537,5
170.6698116,280.8368344,3
158.5047456,248.5569678,3
231.8558892,232.1594739,3
198.3061862,37.39760553,2
241.4274465,175.2449968,3
91.35454758,127.7510567,1
302.0123447,218.6791659,4
48.37228644,120.2193959,1
65.12896394,190.1181099,1
229.0412302,126.2722954,3
121.2899506,68.5252024,2
214.8730552,154.1522567,3
274.1430363,110.6207967,5
106.3043188,241.5534912,3
226.0271263,143.9872918,3
337.7256537,50.99682833,5
256.6256786,30.53781604,5
53.29831704,205.9235186,1
312.8215946,221.2670311,4
195.6480914,155.1055711,3
286.3373603,95.39162711,5
256.0520253,94.51155559,5
79.92762713,67.48919306,1
295.2934448,220.0600066,4
111.1321568,38.06038298,2
103.1563294,117.6023519,1
147.0715961,271.7890938,3
321.6883347,51.35981601,5
167.4709874,192.0862324,3
90.68336952,262.2466901,3
237.4076275,103.6423908,5
286.5810578,154.6342791,5
181.9825864,53.47773869,2
258.3369289,126.7717895,5
196.2706053,296.9615209,3
278.9418025,175.7206432,5
103.8478076,196.3879921,1
122.5111668,261.8059313,3
131.6948312,221.5581906,3
235.124984,279.5851406,3
361.4006142,55.81086192,5
339.4956809,51.25356105,5
183.1827276,170.8276578,3
195.627794,175.8269823,3
329.7193629,86.34377618,5
135.4952094,162.9762534,3
253.7910893,76.48695464,5
144.4056133,228.5732717,3
353.5729,227.3217761,4
115.4483372,282.0017002,3
85.16439229,89.82312726,1
132.2939483,179.8926373,3
325.0054127,295.822805,4
129.4922113,205.8034115,3
58.41733311,91.1933662,1
227.6756745,29.85198088,5
296.4414651,63.39578047,5
350.4268936,25.12559631,5
107.4930265,185.8741683,1
67.16982642,167.3796721,1
257.7190104,102.8423776,5
343.8471497,189.77893,4
244.473078,31.56665755,5
54.58768179,53.62128808,1
363.3617449,246.215515,4
68.00614705,174.5078975,1
252.5114713,44.54288652,5
361.2153864,89.67523958,5
228.273795,133.5371015,3
151.3570001,235.6342682,3
203.4072209,110.201106,3
94.67976695,108.0309135,1
274.8218214,195.0704137,5
277.4553383,59.04766298,5
250.3516758,60.56703545,5
325.2050618,264.0686294,4
111.3177665,20.00071289,2
356.7973594,146.2937458,5
170.6432599,21.44835787,2
92.99167978,23.28510984,2
157.8515055,256.566806,3
80.13529416,88.97614548,1
333.4203852,268.9496636,4
293.139428,252.4267046,4
170.0121181,74.49778238,2
358.6654854,280.1299008,4
283.8441241,118.0985562,5
188.8280515,122.9893457,3
73.67351429,75.78004848,1
248.3739956,286.1802121,4
342.0221855,103.1240894,5
119.8944975,273.5122736,3
280.4206018,124.3092851,5
122.8903224,80.60101914,2
116.8523767,25.66886431,2
196.5375809,280.2186475,3
291.6625019,86.02819613,5
216.8166099,217.289818,3
58.08714265,293.2400701,3
177.4656008,117.2776009,3
191.7846621,246.1997084,3
238.1293891,107.1602039,5
153.0855775,238.5710128,3
292.1182175,159.3900732,5
73.87145476,197.8278433,1
212.1803177,219.3514314,3
317.3886296,111.423723,5
314.2639178,256.0062395,4
142.4002257,231.3071504,3
349.4999904,197.2514638,4
304.3482413,264.1158956,4
55.93536074,167.3493708,1
127.3321298,146.786844,3
353.1306787,93.32962157,5
271.6433388,287.9720234,4
89.57125858,134.7694733,1
75.93538332,61.44126119,1
57.88327283,208.4345591,1
98.22321629,83.44942093,1
290.5637955,168.1476345,5
253.0326844,295.9958739,4
275.0053238,77.72075755,5
218.119287,246.5875164,3
283.4532953,39.05943943,5
296.8356964,188.8634832,4
65.69757473,153.4090718,1
235.6143614,61.54506131,5
330.6812347,55.62440422,5
195.7680626,296.2359423,3
202.2998907,149.7296863,3
51.70153257,257.1540793,3
164.1360732,102.6006836,3
88.70843899,65.01323493,1
305.7227837,197.7726929,4
98.49576198,29.43317748,2
361.6065381,35.308783,5
177.3340916,150.2988062,3
249.1992461,165.2443454,3
284.7378409,172.8313478,5
130.2344869,163.3257767,3
345.6897325,191.352934,4
222.2634058,281.4059797,3
283.6408263,36.39469684,5
294.3941904,123.4893946,5
328.9960205,58.74892685,5
340.2057266,79.76769683,5
355.0425699,229.1385108,4
158.7062186,60.81636448,2
112.189091,213.0704985,1
112.3166559,181.8669415,1
57.5761211,125.9587713,1
355.4103431,166.8014846,5
109.1368051,217.8284169,1
266.3129674,253.076586,4
123.4497803,148.8712854,3
